intervention,location,label,amount_fin,has_agreement,agreement_label,agreement_date,instability_type,location_label,region,province,lat,long
http://dati.isprambiente.it/id/ihi/intervention/05ir028/g9,http://dati.isprambiente.it/id/place/24051,Lavori urgenti di ripresa consolidamento difese sponda in destra e sinistra idraulica canale Bisatto,500000.00,http://dati.isprambiente.it/id/ihi/agreement/05ir028/g9,Del CIPE 35 Piano Nazionale 24/07/2019,2019-07-24,Alluvione,Longare,veneto,vicenza,45.4716851232905,11.6050253692924
http://dati.isprambiente.it/id/ihi/intervention/17ir427/g1,http://dati.isprambiente.it/id/place/76023,RIDUZIONE DEL RISCHIO IDROGEOLOGICO VIA GIARDINI,500833.56,http://dati.isprambiente.it/id/ihi/agreement/17ir427/g1,DPCM 02/12/2019 Piano op. dissesto 2019,2019-12-02,Frana,Castelluccio Superiore,basilicata,potenza,40.0205990286298,15.9441951013629
http://dati.isprambiente.it/id/ihi/intervention/09ir501/g1,http://dati.isprambiente.it/id/place/48006,Interventi urgenti sul T. Marina lotto 2 stralci 3 e 4,1103784.10,http://dati.isprambiente.it/id/ihi/agreement/09ir501/g1,Piano 2021 Toscana DM 534 15/12/2021,2021-12-15,Alluvione,Campi Bisenzio,toscana,firenze,43.8225069765017,11.1413652429887
http://dati.isprambiente.it/id/ihi/intervention/585/99,http://dati.isprambiente.it/id/place/78145,"Canalette, inerbimenti e rimboschimenti, reticoli di micropali.",516456.90,http://dati.isprambiente.it/id/ihi/agreement/585/99,DPCM 28/07/2000 (DSTN/2/15383),2000-07-28,Frana,Tarsia,calabria,cosenza,39.6348027377281,16.2776661676767
http://dati.isprambiente.it/id/ihi/intervention/20ir063/g1,http://dati.isprambiente.it/id/place/95019,Mitigazione del rischio idrogeologico nell'abitato di Cuglieri,1000000.00,http://dati.isprambiente.it/id/ihi/agreement/20ir063/g1,DD 353/CLE 16/12/2015 - Sardegna,2015-12-16,Frana,Cuglieri,sardegna,oristano,40.1498209552679,8.52957459933685
http://dati.isprambiente.it/id/ihi/intervention/15ir886/g1,http://dati.isprambiente.it/id/place/62037,Riduzione rischio idraulico-idrogeologico e geomorfologico con miglioramento ambientale e forestale,262850.44,http://dati.isprambiente.it/id/ihi/agreement/15ir886/g1,Fondo_Prog_Campania_09/08/2018,2018-08-09,Frana,Guardia Sanframondi,campania,benevento,41.2452838511476,14.5901207531977
http://dati.isprambiente.it/id/ihi/intervention/05ir017/g9,http://dati.isprambiente.it/id/place/29035,Realizzazione di un 2° stralcio di diaframma plastico dalla sommità arginale destra del fiume Adige,1300000.00,http://dati.isprambiente.it/id/ihi/agreement/05ir017/g9,Del CIPE 35 Piano Nazionale 24/07/2019,2019-07-24,Alluvione,Pettorazza Grimani,veneto,rovigo,45.119358857367,11.9981068219417
http://dati.isprambiente.it/id/ihi/intervention/ss001a/10,http://dati.isprambiente.it/id/place/90043,Frana linea ferroviaria Sassari - Chilivani località a valle del rio Mascari - 1° LOTTO (Interventi di sistemazione del versante finalizzati alla messa in sicurezza della linea ferroviaria Sassari-Chilivani),674925.73,http://dati.isprambiente.it/id/ihi/agreement/ss001a/10,AP Sardegna 23/12/2010,2010-12-23,Frana,Muros,sardegna,sassari,40.6914013413492,8.61988313816562
http://dati.isprambiente.it/id/ihi/intervention/413/99,http://dati.isprambiente.it/id/place/56026,CONSOLIDAMENTO ABITATO,309874.14,http://dati.isprambiente.it/id/ihi/agreement/413/99,DPCM 21/12/1999 (DSTN/2/27774),1999-12-21,Frana,Farnese,lazio,viterbo,42.5708751180902,11.7187215423978
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2426/xm,http://dati.isprambiente.it/id/place/71023,ZONA CIMITERO COMUNALE*VIA CIMITERO*INTERVENTO DI MITIGAZIONE DEL RISCHIO IDROGEOLOGICO TESA AL COMPLETAMENTO E MESSA IN SICUREZZA DEL CIMITERO DEL COMUNE DI FAETO,500000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2426/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Frana,Faeto,puglia,foggia,41.3077060914461,15.1479423003491
http://dati.isprambiente.it/id/ihi/intervention/dait@21_1431/xm,http://dati.isprambiente.it/id/place/10040,STRUTTURE E INFRASTRUTTURE PUBBLICHE (VIABILITA E OPERE D?ARTE CONNESSE)*LOCALITA VARIE*INTERVENTI DI MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO PER MESSA IN SICUREZZA E SISTEMAZIONE DEFINITIVA IN CONSEGUENZA DEI DANNI OCCORSI SUL TERRITORIO C,850000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_1431/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Non definito,Ne,liguria,genova,44.3527943327572,9.44594574758753
http://dati.isprambiente.it/id/ihi/intervention/088/09,http://dati.isprambiente.it/id/place/41067,Opere di consolidamento versante,200000.00,http://dati.isprambiente.it/id/ihi/agreement/088/09,DM 10/11/2008 (DDS/DEC/2008/0856 - 3°P. Strat.),2008-11-10,Frana,Urbino,marche,pesaro-e-urbino,43.7420611113712,12.6806651152637
http://dati.isprambiente.it/id/ihi/intervention/dait@19_0460/xm,http://dati.isprambiente.it/id/place/57070,"OPERE DI CONSOLIDAMENTO DEL VERSANTE DELL`ABITATO DEL CAPOLUOGO MEDIANTE STRUTTURE E INTERVENTI DI CONTENIMENTO: PALI, MURI, OPERE DI DRENAGGIO",1000000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@19_0460/xm,Decreto_Min_int_DAIT_30_12_2019,2019-12-30,Frana,Torri in Sabina,lazio,rieti,42.3606438486823,12.6279564908612
http://dati.isprambiente.it/id/ihi/intervention/cb032a/10,http://dati.isprambiente.it/id/place/70049,"Sistemazione fenomeni di dissesto area Campo Sportivo e strada comunale ""Rocca"". (Formazione di drenaggi superficiali e profondi, di gabbionate e/o muri di sostegno e di palificate.)",200000.00,http://dati.isprambiente.it/id/ihi/agreement/cb032a/10,AP Molise 02/05/2011,2011-05-02,Frana,Oratino,molise,campobasso,41.5914600627855,14.5939108888123
http://dati.isprambiente.it/id/ihi/intervention/03ir409/g1,http://dati.isprambiente.it/id/place/14004,Interventi di drenaggio e sistemazione idrogeologica,255600.00,http://dati.isprambiente.it/id/ihi/agreement/03ir409/g1,Del CIPE 35 Piano Nazionale 24/07/2019,2019-07-24,Alluvione,Aprica,lombardia,sondrio,46.1311806485762,10.1468712942612
http://dati.isprambiente.it/id/ihi/intervention/499/99,http://dati.isprambiente.it/id/place/65096,SISTEMAZIONE COSTONE A RIDOSSO DELLA S.S. 447 DI PALINURO.,1032913.80,http://dati.isprambiente.it/id/ihi/agreement/499/99,DPCM 28/07/2000 (DSTN/2/15382),2000-07-28,Frana,Pisciotta,campania,salerno,40.1006605212367,15.2617872442175
http://dati.isprambiente.it/id/ihi/intervention/481/09,http://dati.isprambiente.it/id/place/80093,Lavori di eliminazione del rischio idraulico dell´abitato nella località Gagliano ed in prossimità della strada comunale FIDA,900000.00,http://dati.isprambiente.it/id/ihi/agreement/481/09,DM 27/11/2008 (DDS/DEC/2008/0912),2008-11-27,Alluvione,Taurianova,calabria,reggio-di-calabria,38.3704972713642,15.9923461402196
http://dati.isprambiente.it/id/ihi/intervention/dait@19_0150/xm,http://dati.isprambiente.it/id/place/63007,LAVORI DI MESSA IN SICUREZZA DELL`ALVEO DELL`OLMITELLO,850000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@19_0150/xm,Decreto_Min_int_DAIT_30_12_2019,2019-12-30,Alluvione,Barano d'Ischia,campania,napoli,40.7164445993575,13.9237432849054
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2093/xm,http://dati.isprambiente.it/id/place/6147,SANTA LIMBANIA*VERSANTE*LAVORI URGENTI PER LA MESSA IN SICUREZZA DEL VERSANTE SOTTOSTANTE SANTA LIMBANIA INTERESSATO DA VASTO DISSESTO IDROGEOLOGICO - EVENTO ALLUVIONALE 21-22/10/2019 E 21-25/11/2019 - 1? LOTTO FUNZIONALE,300000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2093/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Frana,Rocca Grimalda,piemonte,alessandria,44.6929509865945,8.65497644488318
http://dati.isprambiente.it/id/ihi/intervention/485/99,http://dati.isprambiente.it/id/place/64092,INTERVENTO DI SVUOTAMENTO DELL´INVASO IN LOCALITÀ PATETTO-COLA-GALLINA,540730.37,http://dati.isprambiente.it/id/ihi/agreement/485/99,DPCM 28/07/2000 (DSTN/2/15382),2000-07-28,Frana,Sant'Angelo dei Lombardi,campania,avellino,40.919853022395,15.1753147634182
http://dati.isprambiente.it/id/ihi/intervention/dait@21_0708/xm,http://dati.isprambiente.it/id/place/64014,SISTEMAZIONE IDROGEOLOGICA DEL VALLONE FINOCCHIARA- LOTTO DUE*VIA ALTASEDE*SISTEMAZIONE IDROGEOLOGICA.,998837.97,http://dati.isprambiente.it/id/ihi/agreement/dait@21_0708/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Alluvione,Calabritto,campania,avellino,40.7854846549534,15.1956172122365
http://dati.isprambiente.it/id/ihi/intervention/18ir559/g1,http://dati.isprambiente.it/id/place/80054,INTERVENTI DI DIFESA COSTIERA A SALVAGUARDIA DELLE INFRASTRUTTURE ED ABITAZIONI ESISTENTI LUNGO UN T,200000.00,http://dati.isprambiente.it/id/ihi/agreement/18ir559/g1,AP-int Calabria I 09/01/2018,2018-03-13,Costiero,Motta San Giovanni,calabria,reggio-di-calabria,38.0020928344206,15.7033746287141
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2399/xm,http://dati.isprambiente.it/id/place/72030,"CANALE RECCHIA E TORRENTE PAGANO*VIA PROCACCIA, TRAIANA E ALTRE*RECUPERO IDROGEOLOGICO",5000000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2399/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Alluvione,Monopoli,puglia,bari,40.8984219824556,17.2780650298113
http://dati.isprambiente.it/id/ihi/intervention/739/99,http://dati.isprambiente.it/id/place/46035,"DRENAGGI, OPERE DI SOSTEGNO, OPERE DI CONTENIMENTO.",92445.78,http://dati.isprambiente.it/id/ihi/agreement/739/99,DPCM 27/12/2002 (SDT/07108),2002-12-27,Frana,Villa Collemandina,toscana,lucca,44.1941229896092,10.3966968661836
http://dati.isprambiente.it/id/ihi/intervention/dait@21_0254/xm,http://dati.isprambiente.it/id/place/76040,INTERVENTI DI MITIGAZIONE DEL DISSESTO IDROGEOLOGICO DELLA ZONA OVEST DELL  ABITATO DI LATRONICO CENTRO*VIA ZANARDELLI*INTERVENTO DI DISSESTO IDROGEOLOGICO,999999.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_0254/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Non definito,Latronico,basilicata,potenza,40.0839198786863,16.0121629604006
http://dati.isprambiente.it/id/ihi/intervention/is067a/10,http://dati.isprambiente.it/id/place/94028,"Ulteriori interventi di sistemazione idraulica del Torrente ""Ravindola"". (Ripristino e/o formazione di briglie e difese spondali con gabbioni o massi ciclopici.)",450000.00,http://dati.isprambiente.it/id/ihi/agreement/is067a/10,AP Molise 02/05/2011,2011-05-02,Frana,Montaquila,molise,isernia,41.5527021954653,14.1072382431282
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2750/xm,http://dati.isprambiente.it/id/place/22230,REGIMAZIONE ACQUE BIANCHE VIA CASTEL BRAGHER*FRAZIONE COREDO*REGIMAZIONE ACQUE BIANCHE VIA CASTEL BRAGHER,150000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2750/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Alluvione,missing,missing,missing,missing,missing
http://dati.isprambiente.it/id/ihi/intervention/pz015b/10,http://dati.isprambiente.it/id/place/76015,Sistemazione idrogeologica Fosso Varcaturo; Drenaggi e opere di difesa spondale,190000.00,http://dati.isprambiente.it/id/ihi/agreement/pz015b/10,AP Basilicata 14/12/2010,2010-12-14,Misto,Calvello,basilicata,potenza,40.4453511806429,15.8903054343283
http://dati.isprambiente.it/id/ihi/intervention/mt041a/10,http://dati.isprambiente.it/id/place/77016,"Messa in sicurezza dal rischio idraulico delle aree del centro storico del comune di Montalbano Jonico ; Opere di sistemazione idraulico - forestale, consolidamento e interventi di rinverdimento degli strati superficiali orizzontali e delle pendici.",350000.00,http://dati.isprambiente.it/id/ihi/agreement/mt041a/10,AP Basilicata 14/12/2010,2010-12-14,Frana,Montalbano Jonico,basilicata,matera,40.3030231442179,16.5817879362751
http://dati.isprambiente.it/id/ihi/intervention/11ir305/g1,http://dati.isprambiente.it/id/place/41044,Completamento realizzazione cassa di espansione sul Fiume Foglia in località Chiusa di Ginestreto,90000.00,http://dati.isprambiente.it/id/ihi/agreement/11ir305/g1,Fondo_Prog_Marche_I_DD 229 07/12/2021,2021-12-07,Alluvione,Pesaro,marche,pesaro-e-urbino,43.8906888035954,12.8671607847578
http://dati.isprambiente.it/id/ihi/intervention/dait@21_1042/xm,http://dati.isprambiente.it/id/place/37054,"VIA CASTEL DE BRITTI, 43*VIA CASTEL DE BRITTI, 43*MESSA IN SICUREZZA VIA CASTEL DE BRITTI, 43 PER DISSESTO IDROGEOLOGICO",380000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_1042/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Non definito,San Lazzaro di Savena,emilia-romagna,bologna,44.4507143682859,11.4261561565748
http://dati.isprambiente.it/id/ihi/intervention/cs141b/10,http://dati.isprambiente.it/id/place/78041,Interventi di mitigazione del rischio in Loc. La Sentinella,1500000.00,http://dati.isprambiente.it/id/ihi/agreement/cs141b/10,AP Calabria 25/11/2010,2010-11-25,Frana,Civita,calabria,cosenza,39.8288333147497,16.315908463961
http://dati.isprambiente.it/id/ihi/intervention/02ir062/g1,http://dati.isprambiente.it/id/place/7021,Int. mitig. rischio caduta massi da falesia rocciosa incombente su abitaz. a margine nord fr. Lillaz,980000.00,http://dati.isprambiente.it/id/ihi/agreement/02ir062/g1,AP-int Valle dAosta II 02/11/2020,2020-11-02,Frana,Cogne,valle-daosta,aosta,45.5899484440911,7.36822129041008
http://dati.isprambiente.it/id/ihi/intervention/06ir051/g1,http://dati.isprambiente.it/id/place/32003,Messa in sicurezza della S.P.14 di Muggia e dei versanti in prossimità di Punta Sottile,1000000.00,http://dati.isprambiente.it/id/ihi/agreement/06ir051/g1,Del CIPE 35 Piano Nazionale 24/07/2019,2019-07-24,Frana,Muggia,friuli-venezia-giulia,trieste,45.5963579590907,13.7704060481522
http://dati.isprambiente.it/id/ihi/intervention/392/09,http://dati.isprambiente.it/id/place/85003,MITIGAZIONE RISCHIO IDROGEOLOGICO CENTRO ABITATO BUTERA,1000000.00,http://dati.isprambiente.it/id/ihi/agreement/392/09,DM 27/11/2008 (DDS/DEC/2008/0913),2008-11-27,Non definito,Butera,sicilia,caltanissetta,37.2087562152018,14.1410652760086
http://dati.isprambiente.it/id/ihi/intervention/070/99,http://dati.isprambiente.it/id/place/14012,SISTEMAZIONE IDRAULICA,774685.35,http://dati.isprambiente.it/id/ihi/agreement/070/99,DPCM 21/12/1999 (DSTN/2/27773),1999-12-21,Alluvione,Campodolcino,lombardia,sondrio,46.4014241720014,9.31210656978942
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2640/xm,http://dati.isprambiente.it/id/place/81020,TERRITORIO COMUNALE*TERRITORIO COMUNALE*INTERVENTI DI MESSA IN SICUREZZA PER DISSESTO IDROGEOLOGICO NEL TERRITORIO COMUNALE,995000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2640/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Non definito,San Vito Lo Capo,sicilia,trapani,38.1240242379752,12.7588829254758
http://dati.isprambiente.it/id/ihi/intervention/dait@21_1617/xm,http://dati.isprambiente.it/id/place/17046,PARCHI COMUNALI*PARCHI*INTERVENTI DI COMPLETAMENTO DELL  ORDINANZA OCDP 55/2018 PER MESSA IN SICUREZZA PARCHI E AREE COMUNALI TAGLIO SELETTIVA ED ABBATTIMENTI PIANTE PER L  INCOLUMITA PUBBLICA IN CASO DI EVENTI ECCEZIONALI,100000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_1617/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Non definito,Cazzago San Martino,lombardia,brescia,45.5812500814349,10.0322104132378
http://dati.isprambiente.it/id/ihi/intervention/cn149a/10,http://dati.isprambiente.it/id/place/4193,"CONSOLIDAMENTO MOVIMENTO FRANOSO IN LOC. PIA (S.C. PER MANGO) (CONSOLIDAMENTO DEL PIANO DI SCORRIMENTO CON FONDAZIONI SU PALI, REGIMAZIONE IDRICA SUPERFICIALE E PROFONDA)",200000.00,http://dati.isprambiente.it/id/ihi/agreement/cn149a/10,AP Piemonte 17/11/2010,2010-11-17,Frana,Rocchetta Belbo,piemonte,cuneo,44.6386987407948,8.17470499446301
http://dati.isprambiente.it/id/ihi/intervention/496/02,http://dati.isprambiente.it/id/place/16191,Sistemazione area in dissesto,1000000.00,http://dati.isprambiente.it/id/ihi/agreement/496/02,DM 18/05/2004 (DS/2004/00164 - 9° stralcio),2004-05-18,Frana,Santa Brigida,lombardia,bergamo,45.9821852664683,9.61685412609535
http://dati.isprambiente.it/id/ihi/intervention/dait@21_1294/xm,http://dati.isprambiente.it/id/place/58042,LAVORI DI SISTEMAZIONE E MESSA IN SICUREZZA DEL VERSANTE SU VIA GARIBALDI*VIA GARIBALDI*MESSA IN SICUREZZA VERSANTE SU VIA GARIBALDI,998000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_1294/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Frana,Genazzano,lazio,roma,41.813572365556,12.9814220218841
http://dati.isprambiente.it/id/ihi/intervention/me074a/10,http://dati.isprambiente.it/id/place/83032,Consolidamento versante - Località Orto Grande,2200000.00,http://dati.isprambiente.it/id/ihi/agreement/me074a/10,AP Sicilia 30/03/2010,2010-03-30,Frana,Giardini-Naxos,sicilia,messina,37.816373914556,15.2543326941257
http://dati.isprambiente.it/id/ihi/intervention/dait@21_0849/xm,http://dati.isprambiente.it/id/place/61054,REALIZZAZIONE DI UNA STRADA EXTRAURBANA  PISTA CICLABILE E COLLETTORE FOGNARIO - CIRCUMVALLAZIONE EST*VIA STRADA VICINALE LE LENZE*REALIZZAZIONE DI UNA STRADA EXTRAURBANA  PISTA CICLABILE E COLLETTORE FOGNARIO - CIRCUMVALLAZIONE EST,1850000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_0849/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Alluvione,Parete,campania,caserta,40.9590353620447,14.1629123529399
http://dati.isprambiente.it/id/ihi/intervention/cz091b/10,http://dati.isprambiente.it/id/place/79073,Interventi di mitigazione del rischio nel Rione Marelle e nelle frazioni Persico e Muraglie,1000000.00,http://dati.isprambiente.it/id/ihi/agreement/cz091b/10,AP Calabria 25/11/2010,2010-11-25,Non definito,Martirano,calabria,catanzaro,39.0635666718345,16.2609798115166
http://dati.isprambiente.it/id/ihi/intervention/482/02,http://dati.isprambiente.it/id/place/30117,Regimazione idraulica del rio de lago di Fusine con realizzazione di opere idrauliche longitudinali dal lago inferiore alla confluenza del Rio Bianco.,1300000.00,http://dati.isprambiente.it/id/ihi/agreement/482/02,DM 18/05/2004 (DS/2004/00164 - 9° stralcio),2004-05-18,Alluvione,Tarvisio,friuli-venezia-giulia,udine,46.4781683853978,13.5852501459697
http://dati.isprambiente.it/id/ihi/intervention/ra071c/10,http://dati.isprambiente.it/id/place/39014,"Interventi alle opere di bonifica idraulica volti al contrasto dei fenomeni di subsidenza. (ID reg.#dato mancante#) (nel decreto comuni VARI) - Adeguamento, potenziamento e realizzazione di nuove opere sul reticolo di bonifica idraulica.",2479269.92,http://dati.isprambiente.it/id/ihi/agreement/ra071c/10,AP Emilia Romagna 03/11/2010,2010-11-03,Alluvione,Ravenna,emilia-romagna,ravenna,44.4161097613965,12.1879414998409
http://dati.isprambiente.it/id/ihi/intervention/015/b2,http://dati.isprambiente.it/id/place/42017,"Taglio del materiale bruciato morto in piedi, realizzazione di fascinate, sistemazioni di georeti in materiale biodegradabile, idrosemina.",1030847.97,http://dati.isprambiente.it/id/ihi/agreement/015/b2,DM 28/12/2001 (DEC/DM/2001-00381),2001-12-28,Incendio,Fabriano,marche,ancona,43.3257800789632,12.911571677618
http://dati.isprambiente.it/id/ihi/intervention/17ir531/g1,http://dati.isprambiente.it/id/place/76035,Opere di Consolidamento e Sistemazione del Centro Sorico e dell'abitato di Gallicchio,105799.83,http://dati.isprambiente.it/id/ihi/agreement/17ir531/g1,Fondo_Prog_Basilicata_II_DD_431_28/11/2019,2019-11-28,Frana,Gallicchio,basilicata,potenza,40.290536181768,16.134109501125
http://dati.isprambiente.it/id/ihi/intervention/ot019a/10,http://dati.isprambiente.it/id/place/90091,Interventi di manutenzione idraulica (intervento aggiunto in Comitato Indirizzo e controllo del 4-12-2014),1010600.00,http://dati.isprambiente.it/id/ihi/agreement/ot019a/10,AP-int Sardegna II 03/12/2013,2013-12-03,Alluvione,missing,missing,missing,missing,missing
http://dati.isprambiente.it/id/ihi/intervention/231/02,http://dati.isprambiente.it/id/place/79007,Consolidamento,800000.00,http://dati.isprambiente.it/id/ihi/agreement/231/02,DM 23/12/2002 (DT/2002/0303 - 5° stralcio),2002-12-23,Frana,Argusto,calabria,catanzaro,38.6855740631209,16.4487325123139
http://dati.isprambiente.it/id/ihi/intervention/cb034a/10,http://dati.isprambiente.it/id/place/70052,"Sistemazione dei dissesti idrogeologici interessanti il campo sportivo e Via Carissimi. (Formazione di drenaggi superficiali e profondi, di gabbionate e/o muri di sostegno e di palificate.)",200000.00,http://dati.isprambiente.it/id/ihi/agreement/cb034a/10,AP Molise 02/05/2011,2011-05-02,Frana,Petrella Tifernina,molise,campobasso,41.6902949285748,14.7014623668239
http://dati.isprambiente.it/id/ihi/intervention/pc044b/10,http://dati.isprambiente.it/id/place/33028,Interventi di sistemazione idrogeologica nel comune di Morfasso (PC) (ID reg.#1ER1119#) - Sistemazione del reticolo idrografico e dei versanti,250000.00,http://dati.isprambiente.it/id/ihi/agreement/pc044b/10,AP Emilia Romagna 03/11/2010,2010-11-03,Alluvione,Morfasso,emilia-romagna,piacenza,44.7226637447044,9.72577741874846
http://dati.isprambiente.it/id/ihi/intervention/dait@19_0190/xm,http://dati.isprambiente.it/id/place/58011,DIFESA DEL CENTRO ABITATO CON OPERE DI PROTEZIONE,500000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@19_0190/xm,Decreto_Min_int_DAIT_30_12_2019,2019-12-30,Frana,Artena,lazio,roma,41.730990068691,12.9315718189432
http://dati.isprambiente.it/id/ihi/intervention/366/08,http://dati.isprambiente.it/id/place/71009,"Lavori di consolidamento in centro urbano versante collinare ""San Rocco""",780000.00,http://dati.isprambiente.it/id/ihi/agreement/366/08,DM 14/11/2007 (DDS/DEC/2007/1038),2007-11-14,Non definito,Candela,puglia,foggia,41.1476684160407,15.5193682166653
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2331/xm,http://dati.isprambiente.it/id/place/1249,INTERVENTI DI MANUTENZIONE DEGLI ALVEI - TRATTI NON URBANIZZATI*CORSI D  ACQUA COMUNALI*INTERVENTI DI MANUTENZIONE DEGLI ALVEI - TRATTI NON URBANIZZATI,800000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2331/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Alluvione,San Mauro Torinese,piemonte,torino,45.0971767806861,7.76511561931704
http://dati.isprambiente.it/id/ihi/intervention/11ir298/g1,http://dati.isprambiente.it/id/place/109001,Sistemazione idraulica e messa in sicurezza del Fosso delle Piene tra la S.S.16 e Via Einaudi,750000.00,http://dati.isprambiente.it/id/ihi/agreement/11ir298/g1,Piano 2021 Marche DM 485 25/11/2021,2021-11-25,Alluvione,Altidona,marche,fermo,43.0982524727231,13.7946370240757
http://dati.isprambiente.it/id/ihi/intervention/15ir937/g1,http://dati.isprambiente.it/id/place/61001,"Eliminazione dissesti idrogeologici in loc. Sant'Antonio, , a monte del centro storico",100233.00,http://dati.isprambiente.it/id/ihi/agreement/15ir937/g1,Fondo_Prog_Campania_09/08/2018,2018-08-09,Frana,Ailano,campania,caserta,41.3827627951547,14.1879098539695
http://dati.isprambiente.it/id/ihi/intervention/187/06,http://dati.isprambiente.it/id/place/55007,"Drenaggi profondi, riprofilatura versanti, ripristino sede stradale",790179.00,http://dati.isprambiente.it/id/ihi/agreement/187/06,DM 11/07/2005 (DS/2005/321 - 11° stralcio),2005-07-11,Frana,Baschi,umbria,terni,42.7134700742612,12.2860569685552
http://dati.isprambiente.it/id/ihi/intervention/dait@21_2109/xm,http://dati.isprambiente.it/id/place/6182,FRAZIONE ZANCO*VIA STRADA FRAZIONE ZANCO*LAVORI DI CONSOLIDAMENTO DISSESTO IDROGEOLOGICO VERSANTE IN FRANA A VALLE DELLA FRAZIONE ZANCO,555000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_2109/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Frana,Villadeati,piemonte,alessandria,45.0584637088689,8.16866498221589
http://dati.isprambiente.it/id/ihi/intervention/me100a/10,http://dati.isprambiente.it/id/place/83069,Opere di consolidamento u0096 Zona Centro abitato,0.00,http://dati.isprambiente.it/id/ihi/agreement/me100a/10,AP Sicilia 30/03/2010,2010-03-30,Non definito,Raccuja,sicilia,messina,38.0213200951051,14.9215964788153
http://dati.isprambiente.it/id/ihi/intervention/dait@19_0332/xm,http://dati.isprambiente.it/id/place/62058,MESSA IN SICUREZZA DEL TERRITORIO A RISCHIO IDROGEOLOGICO,299473.00,http://dati.isprambiente.it/id/ihi/agreement/dait@19_0332/xm,Decreto_Min_int_DAIT_30_12_2019,2019-12-30,Non definito,San Giorgio del Sannio,campania,benevento,41.1237500577239,14.8952983582134
http://dati.isprambiente.it/id/ihi/intervention/dait@19_0392/xm,http://dati.isprambiente.it/id/place/16094,REALIZZAZIONE DI TOMBOTTO SCOLMATORE DELLA VALLE MOLINO PER MITIGAZIONE RISCHIO IDROGEOLOGICO,250000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@19_0392/xm,Decreto_Min_int_DAIT_30_12_2019,2019-12-30,Alluvione,Entratico,lombardia,bergamo,45.7035751708768,9.88777297041889
http://dati.isprambiente.it/id/ihi/intervention/145/02,http://dati.isprambiente.it/id/place/43036,drenaggi,51645.69,http://dati.isprambiente.it/id/ihi/agreement/145/02,DM 04/12/2002 (DT/2002/0281 - 3° stralcio),2002-12-04,Frana,Petriolo,marche,macerata,43.2220658159749,13.46026319315
http://dati.isprambiente.it/id/ihi/intervention/dait@21_0237/xm,http://dati.isprambiente.it/id/place/77022,LAVORI DI CONSOLIDAMENTO E SISTEMAZIONE IDROGEOLOGICA DEL FOSSO GISSO*CONTRADA GISSO*LAVORI DI CONSOLIDAMENTO E SISTEMAZIONE IDROGEOLOGICA DEL FOSSO GISSO,550000.00,http://dati.isprambiente.it/id/ihi/agreement/dait@21_0237/xm,Decreto_Min_int_DAIT_23.02.2021,2021-02-23,Alluvione,Pomarico,basilicata,matera,40.4984650294728,16.5547543984546
http://dati.isprambiente.it/id/ihi/intervention/497/99,http://dati.isprambiente.it/id/place/65107,OPERE DI SISTEMAZIONE IDRAULICA,258228.45,http://dati.isprambiente.it/id/ihi/agreement/497/99,DPCM 28/07/2000 (DSTN/2/15382),2000-07-28,Alluvione,Roccagloriosa,campania,salerno,40.1174452744751,15.4424324501327
